Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,1st phase - general contingent,4th choice,Advertising and Marketing Management,daytime,secondary education,128.0,Portuguese,,,intermediate level technicians,"skilled workers in industry, construction, and craftsmen",121.0,yes,no,no,yes,female,no,19,no,0,6,8,6,13.5,0,0,6,9,6,13.571428571428571,0,11.1,0.6,2.02,non-dropout
single,Short cycle diploma holders,1st choice,Management,daytime,secondary education,116.0,Portuguese,,higher education - bachelor,elementary occupations,specialists in intellectual and scientific activities,112.2,yes,no,no,yes,female,no,20,no,0,5,8,3,11.333333333333334,0,0,5,12,2,10.666666666666666,0,10.8,1.4,1.74,non-dropout
widower,1st phase - general contingent,2nd choice,Veterinary Nursing,daytime,secondary education,135.0,Portuguese,,secondary education,administrative staff,administrative staff,129.4,yes,no,no,yes,female,no,21,no,0,5,8,0,0.0,4,0,5,12,0,0.0,4,10.8,1.4,1.74,dropout
single,Short cycle diploma holders,1st choice,Advertising and Marketing Management,daytime,secondary education,121.0,Portuguese,,,administrative staff,armed forces professions,114.4,no,no,no,yes,female,no,19,no,0,6,10,5,11.5,0,0,6,9,4,14.6,0,11.1,0.6,2.02,non-dropout
single,1st phase - general contingent,3rd choice,Nursing,daytime,secondary education,134.0,Portuguese,,,elementary occupations,elementary occupations,120.3,yes,no,no,yes,female,yes,18,no,0,8,8,7,12.082857142857142,0,0,8,8,7,12.082857142857142,0,10.8,1.4,1.74,non-dropout
single,International student (bachelor),1st choice,Social Service (evening),evening,secondary education,120.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen",installation and machine operators,120.0,no,no,no,yes,female,yes,27,no,0,6,8,6,11.833333333333334,0,0,6,10,5,12.8,0,15.5,2.8,-4.06,non-dropout
single,Short cycle diploma holders,2nd choice,Management,daytime,secondary education,125.0,Portuguese,,,"farmers and skilled workers in agriculture, fisheries, and forestry",installation and machine operators,114.5,yes,no,no,yes,female,yes,19,no,0,5,6,5,13.4,0,0,5,5,5,12.4,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,1st choice,Nursing,daytime,secondary education,141.0,Portuguese,secondary education,secondary education,,intermediate level technicians,127.8,no,no,no,yes,female,yes,19,no,0,7,7,0,0.0,2,0,7,7,0,0.0,2,7.6,2.6,0.32,dropout
single,1st phase - general contingent,1st choice,Journalism and Communication,daytime,secondary education,140.0,Portuguese,secondary education,,administrative staff,installation and machine operators,124.6,yes,no,no,yes,female,no,19,no,0,6,7,5,14.2,0,0,6,7,6,14.571428571428571,0,15.5,2.8,-4.06,non-dropout
single,1st phase - general contingent,6th choice,Nursing,daytime,secondary education,144.0,Portuguese,,,"personal services, security and safety workers","personal services, security and safety workers",130.3,yes,no,no,yes,female,yes,18,no,0,8,8,7,13.814285714285717,0,0,8,8,7,13.814285714285717,0,12.7,3.7,-1.7,non-dropout
single,Short cycle diploma holders,1st choice,Tourism,daytime,secondary education,122.0,Portuguese,,,"personal services, security and safety workers","personal services, security and safety workers",118.2,no,no,no,yes,female,yes,20,no,0,6,10,4,11.25,0,0,6,6,6,10.5,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,1st choice,Advertising and Marketing Management,daytime,secondary education,130.0,Portuguese,,,administrative staff,"personal services, security and safety workers",118.8,no,no,no,yes,female,yes,18,no,0,6,6,6,14.5,0,0,6,8,6,13.666666666666666,0,12.7,3.7,-1.7,non-dropout
single,1st phase - general contingent,5th choice,Advertising and Marketing Management,daytime,secondary education,133.1,Portuguese,other,secondary education,specialists in intellectual and scientific activities,administrative staff,133.0,yes,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,dropout
married,International student (bachelor),1st choice,Nursing,daytime,,133.1,Portuguese,,,elementary occupations,elementary occupations,129.0,yes,no,no,yes,female,no,36,no,0,7,7,6,11.3,0,0,7,7,6,11.3,0,7.6,2.6,0.32,non-dropout
single,Technological specialization diploma holders,1st choice,Oral Hygiene,daytime,secondary education,147.0,Portuguese,basic education 3rd cycle,12th year of schooling - not completed,intermediate level technicians,specialists in intellectual and scientific activities,100.0,no,no,no,yes,female,no,18,no,0,2,2,0,0.0,0,0,4,4,1,16.0,0,10.8,1.4,1.74,non-dropout
single,Technological specialization diploma holders,1st choice,Equinculture,daytime,secondary education,127.0,Portuguese,,,administrative staff,"personal services, security and safety workers",120.7,yes,no,yes,yes,female,no,18,no,0,5,11,1,12.0,0,0,5,9,3,12.0,0,12.7,3.7,-1.7,non-dropout
single,Short cycle diploma holders,6th choice,Nursing,daytime,secondary education,136.0,Portuguese,,,elementary occupations,intermediate level technicians,132.5,yes,no,no,yes,female,no,19,no,0,8,9,7,12.3,0,0,8,9,7,12.3,0,12.7,3.7,-1.7,non-dropout
single,1st phase - general contingent,5th choice,Nursing,daytime,secondary education,127.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen",installation and machine operators,120.3,yes,no,no,yes,female,yes,18,no,0,8,8,7,12.694285714285714,0,0,8,8,7,12.694285714285714,0,10.8,1.4,1.74,non-dropout
single,Short cycle diploma holders,1st choice,Advertising and Marketing Management,daytime,secondary education,123.0,Portuguese,,,representatives of the legislative power and executive bodies,representatives of the legislative power and executive bodies,114.6,no,no,no,yes,female,no,18,no,0,5,5,4,11.0,0,0,5,5,4,11.0,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,128.0,Portuguese,,,elementary occupations,intermediate level technicians,116.5,yes,no,no,yes,female,yes,19,no,0,6,6,6,13.0,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,1st choice,Nursing,daytime,secondary education,128.0,Portuguese,basic education 3rd cycle,secondary education,specialists in intellectual and scientific activities,representatives of the legislative power and executive bodies,127.8,no,no,no,yes,female,yes,19,no,0,7,8,7,14.4125,0,0,8,8,8,16.05,0,13.9,-0.3,0.79,non-dropout
single,1st phase - general contingent,2nd choice,Nursing,daytime,secondary education,140.0,Portuguese,secondary education,,"skilled workers in industry, construction, and craftsmen","skilled workers in industry, construction, and craftsmen",129.9,yes,no,no,yes,female,no,18,no,0,7,8,7,12.92875,0,0,8,8,8,14.0625,0,15.5,2.8,-4.06,dropout
single,1st phase - general contingent,2nd choice,Journalism and Communication,daytime,secondary education,121.0,Portuguese,secondary education,,elementary occupations,"skilled workers in industry, construction, and craftsmen",118.9,yes,no,no,yes,female,no,20,no,0,6,6,6,13.333333333333334,0,0,6,10,5,12.8,0,11.1,0.6,2.02,non-dropout
single,1st phase - general contingent,3rd choice,Tourism,daytime,secondary education,122.0,Portuguese,,,intermediate level technicians,armed forces professions,114.3,yes,no,no,yes,female,yes,20,no,0,6,8,5,12.8,0,0,6,9,5,12.8,0,12.4,0.5,1.79,non-dropout
single,Change of institution/course (International),1st choice,Nursing,daytime,secondary education,126.0,Portuguese,,,"personal services, security and safety workers","personal services, security and safety workers",114.8,yes,no,no,yes,female,no,20,no,0,8,8,7,14.402857142857142,0,0,8,8,7,14.402857142857142,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,4th choice,Nursing,daytime,secondary education,135.0,Portuguese,,,elementary occupations,installation and machine operators,123.0,yes,no,no,yes,female,yes,18,no,0,8,8,7,13.381428571428572,0,0,8,8,7,13.381428571428572,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,2nd choice,Nursing,daytime,secondary education,131.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen","personal services, security and safety workers",122.1,yes,no,no,yes,female,no,18,no,0,7,8,7,14.13125,0,0,8,8,8,13.98375,0,15.5,2.8,-4.06,non-dropout
single,Short cycle diploma holders,4th choice,Veterinary Nursing,daytime,secondary education,140.0,Portuguese,,,administrative staff,"skilled workers in industry, construction, and craftsmen",123.7,no,no,no,yes,female,no,19,no,0,5,11,5,11.714285714285714,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,3rd choice,Management,daytime,secondary education,131.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",132.4,yes,no,no,yes,female,no,19,no,0,5,5,5,11.8,0,0,5,8,4,11.25,0,9.4,-0.8,-3.12,non-dropout
married,International student (bachelor),1st choice,Social Service (evening),evening,secondary education,130.0,Portuguese,,,,,114.8,no,no,no,yes,female,no,44,no,0,6,9,6,11.166666666666666,0,1,6,15,2,11.0,1,7.6,2.6,0.32,non-dropout
single,Holders of other higher education courses,1st choice,Agronomy,daytime,,130.0,Portuguese,,,"personal services, security and safety workers","farmers and skilled workers in agriculture, fisheries, and forestry",130.0,no,no,no,yes,female,no,32,no,0,6,7,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,dropout
single,Technological specialization diploma holders,1st choice,Basic Education,daytime,secondary education,140.0,Portuguese,,,elementary occupations,installation and machine operators,122.3,no,no,no,yes,female,no,22,no,0,6,9,5,13.6,0,0,6,8,5,12.0,0,12.7,3.7,-1.7,dropout
married,International student (bachelor),1st choice,Agronomy,daytime,secondary education,130.0,Portuguese,secondary education,,administrative staff,elementary occupations,152.4,yes,no,no,yes,female,no,36,no,4,12,14,12,13.846153846153848,0,5,12,18,11,14.090909090909092,0,8.9,1.4,3.51,non-dropout
single,Short cycle diploma holders,1st choice,Journalism and Communication,daytime,secondary education,125.0,Portuguese,,,"personal services, security and safety workers","skilled workers in industry, construction, and craftsmen",120.1,no,no,no,yes,female,yes,18,no,0,6,7,6,12.5,0,0,6,8,6,13.333333333333334,0,16.2,0.3,-0.92,non-dropout
single,1st phase - general contingent,1st choice,Equinculture,daytime,secondary education,160.0,Portuguese,basic education 3rd cycle,basic education 3rd cycle,intermediate level technicians,specialists in intellectual and scientific activities,155.1,yes,no,no,yes,female,no,20,no,0,5,5,5,16.4,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,non-dropout
single,Short cycle diploma (CET),1st choice,Communication Design,daytime,secondary education,130.0,Portuguese,,,"personal services, security and safety workers","skilled workers in industry, construction, and craftsmen",124.5,no,no,no,yes,female,yes,20,no,5,11,11,11,13.818181818181818,0,5,11,11,11,13.454545454545457,0,11.1,0.6,2.02,non-dropout
single,Short cycle diploma holders,1st choice,Social Service,daytime,secondary education,144.0,Portuguese,basic education 3rd cycle,secondary education,specialists in intellectual and scientific activities,intermediate level technicians,126.9,no,no,no,yes,female,no,19,no,0,6,8,5,10.6,0,0,6,11,4,10.5,0,15.5,2.8,-4.06,non-dropout
single,International student (bachelor),1st choice,Management,daytime,,133.1,Portuguese,basic education 3rd cycle,secondary education,intermediate level technicians,"personal services, security and safety workers",153.2,yes,no,yes,yes,female,no,24,no,0,5,8,5,10.2,0,0,5,6,5,12.2,0,12.4,0.5,1.79,non-dropout
single,Short cycle diploma holders,1st choice,Social Service,daytime,secondary education,148.0,Portuguese,secondary education,secondary education,administrative staff,elementary occupations,129.8,no,no,no,yes,female,no,20,no,0,6,11,5,10.6,0,0,6,11,4,10.4,0,15.5,2.8,-4.06,non-dropout
single,Technological specialization diploma holders,1st choice,Social Service (evening),evening,secondary education,133.1,Portuguese,basic education 3rd cycle,basic education 3rd cycle,specialists in intellectual and scientific activities,intermediate level technicians,135.0,no,no,no,yes,female,no,27,no,7,10,10,9,11.444444444444445,0,4,11,11,5,10.8,0,10.8,1.4,1.74,dropout
single,1st phase - general contingent,1st choice,Basic Education,daytime,secondary education,133.0,Portuguese,secondary education,,"personal services, security and safety workers",armed forces professions,131.3,yes,no,no,yes,female,no,20,no,0,6,9,5,14.333333333333334,0,4,8,8,8,12.625,0,15.5,2.8,-4.06,non-dropout
single,Technological specialization diploma holders,6th choice,Social Service,daytime,secondary education,129.0,Portuguese,,,other,other,125.2,no,no,no,yes,female,yes,23,no,15,16,18,16,13.0,0,11,13,15,13,13.266666666666667,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,5th choice,Nursing,daytime,secondary education,144.0,Portuguese,,,administrative staff,installation and machine operators,141.3,yes,no,no,yes,female,yes,18,no,0,8,9,8,13.31,1,0,8,9,8,13.31,1,9.4,-0.8,-3.12,non-dropout
single,Short cycle diploma holders,1st choice,Social Service,daytime,secondary education,120.0,Portuguese,,,administrative staff,elementary occupations,117.1,yes,no,no,yes,female,yes,18,no,0,6,10,5,10.571428571428571,1,0,6,9,5,12.2,0,12.7,3.7,-1.7,non-dropout
single,Short cycle diploma holders,3rd choice,Nursing,daytime,secondary education,144.0,Portuguese,secondary education,,elementary occupations,elementary occupations,126.5,yes,no,no,yes,female,yes,20,no,0,8,8,7,13.487142857142857,0,0,8,8,7,13.487142857142857,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,1st choice,Tourism,daytime,secondary education,132.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",120.1,no,no,no,yes,female,yes,20,no,0,6,6,6,12.333333333333334,0,0,6,7,6,11.833333333333334,0,13.9,-0.3,0.79,non-dropout
single,1st phase - general contingent,1st choice,Advertising and Marketing Management,daytime,secondary education,142.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen",armed forces professions,128.4,no,no,no,yes,female,no,23,no,0,6,11,6,11.875,0,0,6,9,5,12.833333333333334,0,11.1,0.6,2.02,dropout
single,1st phase - general contingent,2nd choice,Nursing,daytime,secondary education,136.0,Portuguese,,,elementary occupations,elementary occupations,140.0,yes,no,no,yes,female,no,20,no,0,7,7,6,13.966666666666669,0,0,7,7,6,13.966666666666669,0,7.6,2.6,0.32,non-dropout
single,International student (bachelor),1st choice,Tourism,daytime,other,133.1,Portuguese,,,other,other,110.0,yes,no,no,no,female,no,28,no,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,dropout
single,1st phase - general contingent,1st choice,Advertising and Marketing Management,daytime,secondary education,122.0,Portuguese,secondary education,,intermediate level technicians,"personal services, security and safety workers",116.8,yes,no,no,yes,female,no,21,no,0,5,8,4,11.5,0,0,5,5,5,12.8,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,2nd choice,Oral Hygiene,daytime,secondary education,133.1,Portuguese,,,elementary occupations,elementary occupations,104.5,yes,no,no,yes,female,no,21,no,0,2,2,2,12.5,0,0,7,0,0,0.0,0,12.4,0.5,1.79,dropout
single,Holders of other higher education courses,1st choice,Nursing,daytime,,140.0,Portuguese,,,other,other,140.0,no,no,no,yes,female,no,28,no,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,dropout
single,1st phase - general contingent,1st choice,Nursing,daytime,secondary education,117.0,Portuguese,basic education 3rd cycle,secondary education,intermediate level technicians,intermediate level technicians,113.2,no,yes,no,yes,female,no,18,no,0,7,10,6,11.98,0,0,8,11,7,13.225,0,16.2,0.3,-0.92,non-dropout
single,Short cycle diploma holders,1st choice,Social Service,daytime,secondary education,128.0,Portuguese,,,,,118.6,yes,no,no,yes,female,yes,21,no,0,6,8,5,13.2,0,0,6,7,5,11.8,0,8.9,1.4,3.51,non-dropout
single,1st phase - general contingent,1st choice,Nursing,daytime,secondary education,136.0,Portuguese,secondary education,secondary education,administrative staff,administrative staff,123.8,no,no,no,yes,female,no,19,no,0,7,10,6,11.614285714285714,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,non-dropout
single,Change of institution/course (International),6th choice,Nursing,daytime,secondary education,141.0,Portuguese,secondary education,,representatives of the legislative power and executive bodies,representatives of the legislative power and executive bodies,126.7,yes,no,no,yes,female,yes,18,no,0,8,8,7,14.314285714285717,0,0,8,8,7,14.314285714285717,0,12.7,3.7,-1.7,non-dropout
